category,metric,week_start,week_end,week_range,value
Leads,Alumnae EH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,6
Leads,Alumnae PTH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,Daily Average EH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,13
Leads,Daily Average PTH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,2
Leads,EH IG,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,EH Live Chat,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,EH Opt in pop up box,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,48
Leads,EH WhatsApp,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,25
Leads,Nuture Sequence EH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,2
Leads,Nuture Sequence PTH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,PTH IG,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,PTH Opt in pop up box,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,8
Leads,PTH WhatsApp,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,2
Leads,QUALIFIED LEADS EH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,36
Leads,QUALIFIED LEADS PTH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,4
Leads,Total Number of EH calls,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,Total Number of Leads EH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,89
Leads,Total Number of Leads PTH,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,14
Leads,Total Number of PTH calls,2024-12-31,2025-01-06,31-12-2024 - 06-01-2025,0
Leads,Alumnae EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,6
Leads,Alumnae PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Leads,Daily Average EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,19
Leads,Daily Average PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,5
Leads,EH IG,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Leads,EH Live Chat,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Leads,EH Opt in pop up box,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,53
Leads,EH WhatsApp,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,25
Leads,Nuture Sequence EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,1
Leads,Nuture Sequence PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Leads,PTH IG,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Leads,PTH Opt in pop up box,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,3
Leads,PTH WhatsApp,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,3
Leads,QUALIFIED LEADS EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,35
Leads,QUALIFIED LEADS PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,4
Leads,Total Number of EH calls,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,2
Leads,Total Number of Leads EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,131
Leads,Total Number of Leads PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,14
Leads,Total Number of PTH calls,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Sales,Hold invoices cancelled,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,1
Sales,Hold invoices cancelled,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Sales,Hold invoices outstanding,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,2
Sales,Hold invoices outstanding,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,1
Sales,Hold invoices paid over 2 days,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Sales,Hold invoices paid over 3 days,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Sales,Hold invoices paid within 2 days,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,1
Sales,Hold invoices paid within 3 days,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,1
Sales,Hold invoices raised EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,13
Sales,Hold invoices raised PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,2
Sales,Hold to Paid conversion EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,9
Sales,Hold to Paid conversion PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,1
Sales,Lead to quote,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,4
Sales,Qualified Lead to Hold conversion EH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0.37
Sales,Qualified Lead to Hold conversion PTH,2025-01-07,2025-01-13,07-01-2025 - 13-01-2025,0
Leads,Alumnae EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,4
Leads,Alumnae PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Leads,Daily Average EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,15
Leads,Daily Average PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,2
Leads,EH IG,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Leads,EH Live Chat,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Leads,EH Opt in pop up box,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,54
Leads,EH WhatsApp,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,20
Leads,Nuture Sequence EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,1
Leads,Nuture Sequence PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Leads,PTH IG,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Leads,PTH Opt in pop up box,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,1
Leads,PTH WhatsApp,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,1
Leads,QUALIFIED LEADS EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,40
Leads,QUALIFIED LEADS PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,4
Leads,Total Number of EH calls,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,1
Leads,Total Number of Leads EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,108
Leads,Total Number of Leads PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,14
Leads,Total Number of PTH calls,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold invoices cancelled,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,1
Sales,Hold invoices cancelled,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold invoices outstanding,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,6
Sales,Hold invoices outstanding,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold invoices paid over 2 days,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold invoices paid over 3 days,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold invoices paid within 2 days,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,9
Sales,Hold invoices paid within 3 days,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold invoices raised EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,15
Sales,Hold invoices raised PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Hold to Paid conversion EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,9
Sales,Hold to Paid conversion PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Sales,Lead to quote,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,19
Sales,Qualified Lead to Hold conversion EH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0.38
Sales,Qualified Lead to Hold conversion PTH,2025-01-14,2025-01-20,14-01-2025 - 20-01-2025,0
Leads,Alumnae EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,5
Leads,Alumnae PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,Daily Average EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,17
Leads,Daily Average PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,3
Leads,EH IG,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,EH Live Chat,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,EH Opt in pop up box,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,62
Leads,EH WhatsApp,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,25
Leads,Nuture Sequence EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,Nuture Sequence PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,PTH IG,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,PTH Opt in pop up box,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,7
Leads,PTH WhatsApp,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,2
Leads,QUALIFIED LEADS EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,42
Leads,QUALIFIED LEADS PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,4
Leads,Total Number of EH calls,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,1
Leads,Total Number of Leads EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,118
Leads,Total Number of Leads PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,22
Leads,Total Number of PTH calls,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold invoices cancelled,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,2
Sales,Hold invoices cancelled,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold invoices outstanding,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,6
Sales,Hold invoices outstanding,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold invoices paid over 2 days,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold invoices paid over 3 days,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold invoices paid within 2 days,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,16
Sales,Hold invoices paid within 3 days,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold invoices raised EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,24
Sales,Hold invoices raised PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Hold to Paid conversion EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,16
Sales,Hold to Paid conversion PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Sales,Lead to quote,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,28
Sales,Qualified Lead to Hold conversion EH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0.57
Sales,Qualified Lead to Hold conversion PTH,2025-01-21,2025-01-27,21-01-2025 - 27-01-2025,0
Leads,Alumnae EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,3
Leads,Alumnae PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Leads,Daily Average EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,22
Leads,Daily Average PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,3
Leads,EH IG,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Leads,EH Live Chat,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Leads,EH Opt in pop up box,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,76
Leads,EH WhatsApp,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,20
Leads,Nuture Sequence EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Leads,Nuture Sequence PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Leads,PTH IG,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Leads,PTH Opt in pop up box,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,6
Leads,PTH WhatsApp,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Leads,QUALIFIED LEADS EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,39
Leads,QUALIFIED LEADS PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,5
Leads,Total Number of EH calls,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Leads,Total Number of Leads EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,151
Leads,Total Number of Leads PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,20
Leads,Total Number of PTH calls,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Sales,Hold invoices cancelled,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Sales,Hold invoices cancelled,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Sales,Hold invoices outstanding,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,2
Sales,Hold invoices outstanding,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Sales,Hold invoices paid over 2 days,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Sales,Hold invoices paid over 3 days,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Sales,Hold invoices paid within 2 days,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,15
Sales,Hold invoices paid within 3 days,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Sales,Hold invoices raised EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,18
Sales,Hold invoices raised PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Sales,Hold to Paid conversion EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,16
Sales,Hold to Paid conversion PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,1
Sales,Lead to quote,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,22
Sales,Qualified Lead to Hold conversion EH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0.46
Sales,Qualified Lead to Hold conversion PTH,2025-01-28,2025-02-03,28-01-2025 - 03-02-2025,0
Leads,Alumnae EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,101
Leads,Alumnae PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,1
Leads,Daily Average EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,40
Leads,Daily Average PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,3
Leads,EH IG,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Leads,EH Live Chat,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Leads,EH Opt in pop up box,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,124
Leads,EH WhatsApp,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,22
Leads,Nuture Sequence EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Leads,Nuture Sequence PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Leads,PTH IG,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Leads,PTH Opt in pop up box,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,11
Leads,PTH WhatsApp,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,7
Leads,QUALIFIED LEADS EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,55
Leads,QUALIFIED LEADS PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,6
Leads,Total Number of EH calls,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Leads,Total Number of Leads EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,280
Leads,Total Number of Leads PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,23
Leads,Total Number of PTH calls,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Sales,Hold invoices cancelled,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,1
Sales,Hold invoices cancelled,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Sales,Hold invoices outstanding,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,8
Sales,Hold invoices outstanding,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Sales,Hold invoices paid over 2 days,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Sales,Hold invoices paid over 3 days,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0
Sales,Hold invoices paid within 2 days,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,7
Sales,Hold invoices paid within 3 days,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,1
Sales,Hold invoices raised EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,16
Sales,Hold invoices raised PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,1
Sales,Hold to Paid conversion EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,7
Sales,Hold to Paid conversion PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,1
Sales,Lead to quote,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,30
Sales,Qualified Lead to Hold conversion EH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,0.29
Sales,Qualified Lead to Hold conversion PTH,2025-02-04,2025-02-10,04-02-2025 - 10-02-2025,1
Leads,Alumnae EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,21
Leads,Alumnae PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,3
Leads,Daily Average EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,19
Leads,Daily Average PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,3
Leads,EH IG,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Leads,EH Live Chat,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Leads,EH Opt in pop up box,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,77
Leads,EH WhatsApp,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,20
Leads,Nuture Sequence EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Leads,Nuture Sequence PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Leads,PTH IG,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Leads,PTH Opt in pop up box,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,8
Leads,PTH WhatsApp,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,5
Leads,QUALIFIED LEADS EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,29
Leads,QUALIFIED LEADS PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,5
Leads,Total Number of EH calls,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,2
Leads,Total Number of Leads EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,135
Leads,Total Number of Leads PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,21
Leads,Total Number of PTH calls,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Sales,Hold invoices cancelled,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,1
Sales,Hold invoices cancelled,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Sales,Hold invoices outstanding,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,11
Sales,Hold invoices outstanding,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,2
Sales,Hold invoices paid over 2 days,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Sales,Hold invoices paid over 3 days,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0
Sales,Hold invoices paid within 2 days,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,12
Sales,Hold invoices paid within 3 days,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,2
Sales,Hold invoices raised EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,24
Sales,Hold invoices raised PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,4
Sales,Hold to Paid conversion EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,12
Sales,Hold to Paid conversion PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,2
Sales,Lead to quote,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,15
Sales,Qualified Lead to Hold conversion EH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0.83
Sales,Qualified Lead to Hold conversion PTH,2025-02-11,2025-02-17,11-02-2025 - 17-02-2025,0.8
Leads,Alumnae EH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,6
Leads,Alumnae PTH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,3
Leads,Daily Average EH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,17
Leads,Daily Average PTH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,3
Leads,EH IG,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,0
Leads,EH Live Chat,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,0
Leads,EH Opt in pop up box,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,80
Leads,EH WhatsApp,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,15
Leads,Nuture Sequence EH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,0
Leads,Nuture Sequence PTH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,0
Leads,PTH IG,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,0
Leads,PTH Opt in pop up box,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,10
Leads,PTH WhatsApp,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,5
Leads,QUALIFIED LEADS EH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,31
Leads,QUALIFIED LEADS PTH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,4
Leads,Total Number of EH calls,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,0
Leads,Total Number of Leads EH,2025-02-18,2025-02-24,18-02-2025 - 24-02-2025,121
